id,name,kana,area,category,lat,lng,zoom,url,image,description,電話番号,住所,アクセス,営業時間,定休日,料金,決済方法,駐車場,駐車場：大型バスの駐車,ウェブサイト,駐車場：台数,関連資料,駐車場：備考,オンライン予約,メールアドレス,備考
4474,ぐらばあ亭,ぐらばあてい,"あわら・坂井・福井市,あわら市",温泉,36.218571,136.19267,16,https://www.fuku-e.com/spot/detail_4474.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4474/4474_3_l.jpg,和と洋がとけあう異国情緒溢れる館内。お肌がつるつるになると好評の美人の湯が自慢の宿です。豊かな自然に包まれた露天風呂「天神の湯」は、癒しと私服のときをお約束いたします。その他、手湯・足湯もございます。恐竜の森もオープン！キッズルーム併設で …,0120-126-150,福井県あわら市田中々8-1,お車/金津I.C.から15分。無料駐車場完備電車/芦原温泉駅から10分。無料送迎バスあり,,,"平日18,000円(税別)～
土日についてはお問い合わせください。",,あり,,http://awaraonsengurabatei.jp/,100,,,"https://local.staynavi.direct/fukui/search/detail/136879?checkin_date=2024-08-25&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",,
4569,泰澄の杜,たいちょうのもり,"丹南,越前町",温泉,35.9975127,136.0935598,16,https://www.fuku-e.com/spot/detail_4569.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4569/4569_1_l.jpg,自然とのふれあいの里「泰澄の杜」は、素晴らしい自然に囲まれた温泉宿泊施設です。春夏秋冬四季折々の自然とふれあえる環境のなかで、泰澄の杜の自慢の温泉に入って日頃の疲れを癒して下さい。テラス付客室、テラス付き恐竜ルーム(1室限定)を新設しました。…,0778-34-2322,福井県越前町小倉88-55-1,JR福井駅から京福バス織田行泰澄の杜下車,"≪日帰り温泉≫
8:00～22:00（最終受付21:00）","毎週火曜日（祝日の場合は営業）
※8月9日、8月16日は営業","≪日帰り温泉≫
大人 520円
小学生 310円
毎週金曜レディースデ― （女性）310円",,あり,,http://taichou-no-mori.jp/,,,,https://fuku-e.tabi-kura.com/dom/h/h115393.html?cp=2,mailto:front@taichou-no-mori.jp,
4708,旅館　明石,りょかんあかし,"丹南,越前町",温泉,35.9241579,135.9982323,15,https://www.fuku-e.com/spot/detail_4708.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4708/4708_4_l.jpg,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,0778-37-0880,福井県越前町厨71-280-1,,,,"4月～10月　8,800円～
11月～3月　33,000円～",,あり,,http://www.mjnet.ne.jp/akashi/,,,,https://fuku-e.tabi-kura.com/dom/h/h007607.html?cp=2,,
4817,三六温泉　神明苑,さんろくおんせん　しんめいえん,"丹南,鯖江市",温泉,35.9723214,136.1831091,14,https://www.fuku-e.com/spot/detail_4817.html,https://www.fuku-e.com/common/images/ogImg.png,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,0778-52-5165,福井県鯖江市神明町2-8-4,福井鉄道神明駅より徒歩約2分/北陸自動車道鯖江ICより車で約8分,,年中無休,,,あり,,https://shinmeien.net/,75,,,"https://local.staynavi.direct/fukui/search/detail/158161?checkin_date=2024-09-06&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",,
4849,レンタサイクル-勝山市-えちぜん鉄道勝山駅,れんたさいくる-かつやまし-えちぜんてつどうかつやまえき,"永平寺・奥越,勝山市",レンタサイクル,36.05627342015287,136.4921531192943,16,https://www.fuku-e.com/spot/detail_4849.html,https://www.fuku-e.com/common/images/ogImg.png,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,0120-840-508（えちぜん鉄道）,福井県勝山市遅羽町比島,,5:40～24:00,,"普通　1回100円
電動アシスト　1回500円
(えちぜん鉄道利用者に限る)",,,,,,,,,,"普通7台
電動アシスト5台"
4850,レンタサイクル-鯖江市-鯖江市観光案内所(ハピライン鯖江駅内),れんたさいくる-さばえし-さばえしかんこうあんないじょ(じぇいあーるさばええきない),"丹南,鯖江市",レンタサイクル,35.943297,136.188702,17,https://www.fuku-e.com/spot/detail_4850.html,https://www.fuku-e.com/common/images/ogImg.png,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,0778-51-2229（鯖江市観光案内所）,福井県鯖江市,,"10:00～16:00
年始年末休業
冬期間（12月〜2月）は貸出中止",,"4時間まで200円
4時間～1日まで500円",,,,https://www.city.sabae.fukui.jp/kurashi_tetsuduki/kokyokotsu/rentasaikuru/rentasaikuru01.html,,,,,,5台
4893,グランディア芳泉(恐竜ホテル),ぐらんでぃあほうせん(きょうりゅうほてる),"あわら・坂井・福井市,あわら市",温泉,36.222166,136.1878857,15,https://www.fuku-e.com/spot/detail_4893.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4893/4893_1_l.jpg,折々に美しい表情を見せる日本庭園、坂井平野を見渡せる展望大浴場、旅情を感じる温泉たまご手作り体験や足湯。趣の異なる露天風呂を設えた離れや別邸、多彩な施設でおもてなし。あわらの湯を楽しめる宿。『温泉』当館の温泉大浴場は、2017年の夏に「天上のS…,0776-77-2555,福井県あわら市舟津43-26,JR北陸本線「芦原温泉駅」より車で約15分（当館シャトルバスを予約制で定時運行しております）北陸自動車道「金津IC」より約15分,,,"1泊2食付　大人お1人様22,000円より（サービス料込・消費税込・入湯税別）",VISA、Master、JCB、AMERICANEXPRESS、Dinners Club、DC、UFJ、NICOS、SAISON、UnionPay,あり,,"https://www.g-housen.co.jp/,https://www.g-housen.co.jp/room/sakuratei/356/",300(屋外/無料),,,"https://local.staynavi.direct/fukui/search/detail/261739?checkin_date=2024-07-26&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",,"チェックイン　15時00分～19時00分チェックアウト　～10時00分（個止吹気亭のみ11時00分）シャトルバス（お迎え）15時00分発、15時30分発、16時00分発、16時30分発シャトルバス（お送り）8時30分発、9時00分発、9時30分発、10時00分発、10時30分発、11時00分発※シャトルバスは事前予約制です。
温泉：アルカリ性単純泉、ナトリウム塩化物泉"
4894,リバージュアケボノ(恐竜ホテル),りばーじゅあけぼの(きょうりゅうほてる),"あわら・坂井・福井市,福井市",恐竜,36.062324,136.2142059,15,https://www.fuku-e.com/spot/detail_4894.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4894/4894_1_l.jpg,福井の歴史と文化をモチーフに、四季を通じて自然豊かな景観が楽しめる河畔のシティリゾートホテル。最上階の天空大浴場からは「水と歴史の都福井」を一望でき、日本一といわれる春の桜並木は圧巻。ビジネス、観光に最適。 ◆恐竜に会える場所　・恐…,0776-22-1000,福井県福井市中央3-10-12,"JR福井駅から駅前大通りを直進し、信号4つ目を左折50m
福井ICから158号線を直進10分突き当たり",,,,"JCB、VISA、DC,UC,ニコス、セゾン、セントラルファイナンス、BC、ダイナース、UFJ",あり,,"https://www.riverge.com/,https://fuku-iro.jp/course/detail_38.html,https://fuku-iro.jp/blog/detail_174.html",30,,,"https://local.staynavi.direct/fukui/search/detail/262108?checkin_date=2024-08-25&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",mailto:front@riverge.com,宿泊客は、天空大浴場無料／健康長寿福井のおそうざい朝食バイキングが大人気
4895,ホテルフジタ福井(恐竜ホテル),ほてるふじたふくい(きょうりゅうほてる),"あわら・坂井・福井市,福井市",恐竜,36.0652407,136.2183843,16,https://www.fuku-e.com/spot/detail_4895.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4895/4895_1_l.jpg,福井市内最大のホテルです。機能性ある354の客室と大小宴会場、レストランを合わせ持っております。観光、ビジネス等の拠点としてぜひご利用くださいませ。◆恐竜に会える場所　・恐竜ルーム（定員２名）×１部屋　・５階ロビー◆恐竜ホテルの見どこ…,0776-27-8811,福井県福井市大手3-12-20,JR北陸線福井駅から徒歩7分,,,"9,350円～(税込)",VISA、JCB、American Express、Diners Club、Million Card,,,"https://www.hotel-fujita.jp/fukui/,https://fuku-iro.jp/course/detail_38.html,https://fuku-iro.jp/blog/detail_174.html",,,,"https://local.staynavi.direct/fukui/search/detail/146963?checkin_date=2024-10-01&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",mailto:webmaster@hotel-fujita.jp,インターネット高速回線無料接続、禁煙ルーム・レディスルーム有
4898,勝山天然温泉　水芭蕉,かつやまてんねんおんせん　みずばしょう,"永平寺・奥越,勝山市",温泉,36.074601471380284,136.5145919748993,15,https://www.fuku-e.com/spot/detail_4898.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4898/4898_1_l.jpg,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,0779-87-1507　　FAX　0779-87-1507,福井県勝山市村岡町浄土寺30－11,"お車の場合：北陸自動車道　福井北ICより中部縦貫道経由（約20分）で勝山ICからお車で約10分
電車の場合：えちぜん鉄道（勝山駅）よりコミュニティバス「ぐるりん中部方面行き」にて約20分（100円）",10時～22時（最終受付21時30分）,"第3水曜日
（8月・12月～3月は休まず営業）","大人620円　子供310円　ポイント会員570円
65歳以上（勝山市民）470円　身障者410円",現金・クレジットカード・電子マネー,あり,３台,https://mizubasyo.jp/,１２０台,,,"https://local.staynavi.direct/fukui/search/detail/76583?checkin_date=2024-09-04&adult_number=2&stay_days=1&room_number=1&budget_min=&budget_max=&company=STN,RKT,BRV,YNV,KNT,YUK,MWT,RRB&room_type=&meal_type=&plan_attribute=",,
4922,福井市木ごころ文化ホール,ふくいしきごころぶんかほーる,"あわら・坂井・福井市,福井市","公共交通機関で行ける,駅から徒歩10分以内,雨でもOK(屋根つき)",36.0000079,136.3592439,14,https://www.fuku-e.com/spot/detail_4922.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4922/4922_1_l.jpg,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！,（0776）-20-5361,福井県福井市大手3丁目10-1,,9：00～22：00,12月29日～1月3日,,,あり,,http://www.city.fukui.lg.jp/kyoiku/gakusyu/kominkan/kigokorobunkahall.html,140台（無料）,,,,,
4924,福井市きらら館,ふくいしきららかん,"あわら・坂井・福井市,福井市","公共交通機関で行ける,駅から徒歩10分以内,雨でもOK(屋根つき)",36.0264774,136.1448655,17,https://www.fuku-e.com/spot/detail_4924.html,https://www.fuku-e.com/lsc/upfile/spot/0000/4924/4924_1_l.jpg,福井県観光の公式サイト。恐竜や福井ゆかりの幕末偉人から温泉・宿泊情報、おろしそば、ソースカツ丼、越前ガニなどのグルメ情報も掲載。桜、海水浴、花火、紅葉、スキー・スノボなど季節・イベント情報も満載！福井の旅に役立つ情報をたっぷりお届けします！, (0776)98‐3700,福井県福井市風巻町20-17,,9：00～22：00,"月曜、第3日曜、休日、12月29日～1月3日
",,,あり,,,50台（無料）,,,,,
